fy_rec'd,epa_file_#,summary_status,_merge,named_entity,clean_date_received,recent_status_date,time_difference,detailed_status,primary_status_map,simplified_status,compare_statuses,reason_for_rejection_if_applicable,presidential_administration,environmental_justice_issue_cited,city,state,zip_code,community_impacted,referred_agency,is_unique,filed_by_a_lawyer,group_filing,filed_on_behalf_of,epa_initiated_compliance_review,complaint_about_environmental_justice_matter,notes_on_ej_categorization,more_than_one_complaint,total_related_complaints,related_complaint_numbers,complaint_link,notes,additional_notes,disc_basis_1,disc_basis_2,related_documents,origin,final_adjudication_&_reason,disc_basis_3,disc_basis_4,disc_basis_5
fy14,10no-14-r10,resolved/in monitoring,both,lane regional air protection agency (or),2014-08-05,2019-09-23,1875.0,resolved through informal resolution agreement: 9/23/2019; in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,"Agency issued a permit allowing Seneca Sustainable Energy to emit fine particulate matter ""without analyzing the potential for disproportionate environmental and human health effects on nearby environmental justice communities.""",Eugene,OR,not disclosed,"Community of color, predominantly Latino",,Yes,Yes,Beyond Toxics,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/10NO-14-R10%20Complaint%20NR.pdf,,,national origin,,10no-14-r10 complaint (pdf) (5.22 mb) 10no-14-r10 partial accept ltr (pdf) (1012.62 kb) 10no-14-r10 rec resolution ltr and ira (pdf) (1.26 mb) 10no-14-r10 resolucion espanol (pdf) (274.46 kb),epa,,,,
fy14,09r-14-r4,closed,both,nc dept. of public safety – green corr. inst.,2014-07-07,2015-05-05,302.0,rejected and referred (doj) 5/5/2015: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Obama,An unlicensed inmate working on the AC on the prison released freon into the air,Maury,NC,28554,Inmates,doj,Yes,No,Redacted individual,,No,No,No discriminatory act or protected class cited. Seems more like a safety or potentially OSHA workplace issue.,,1.0,,https://www.epa.gov/system/files/documents/2022-08/09R-14-R4%20Complaint_Redacted.pdf,,,race,,09r-14-r4 complaint (pdf) (1.79 mb) 09r-14-r4 cp reject-referral (pdf) (804.13 kb) 09r-14-r4 doj referral (pdf) (571.75 kb),epa,,,,
fy14,07a-14-r9,closed,both,north coast regional water quality control board (ca),2014-06-19,2015-06-10,356.0,rejected 6/10/2015: unripe for investigation,rejected,rejected,True,unripe for investigation,Obama,"Note: This was sent to a regional EPA administrator, so the complainant might not have been thinking of this as a Title VI complaint. Complainant says the water quality control board handling of the Elk River (not developing Total Maximum Daily Loads for pollutants fouling it) fails to provide equal protection under the law to people reliant on that water.",Eureka,CA,95503,Residents,,Yes,No,Redacted individual,,No,Yes,"I'm marking it yes because the EPA cited race and age discrimination as the relevant categories, and it is about environmental pollution, but the letter itself doesn't mention race/age discrimination.",,1.0,,https://www.epa.gov/system/files/documents/2022-08/07A-14-R9%20Complaint_Redacted.pdf,"Related: https://www.wildcalifornia.org/post/environmental-groups-move-to-intervene-in-elk-river-water-quality-lawsuit
https://www.northcoastjournal.com/humboldt/the-battle-for-elk-river/Content?oid=16715096",,race,,07a-14-r9 complaint (pdf) (474.82 kb) 07a-14-r9 rec rejection (pdf) (801.01 kb),epa,,,,
fy14,08r-14-r9,closed,both,county of los angeles (ca); city of los angeles; los angeles regional water quality control board; los angeles unified school district; shell oil,2014-06-07,2015-04-13,310.0,rejected 4/13/2015: untimely filed,rejected,rejected,True,untimely,Obama,Contamination from a leaking underground tank on a school site,Irvine,CA,92614,People of color,,Yes,No,Redacted individual,,No,Yes,Not much detail,,1.0,,https://www.epa.gov/system/files/documents/2022-08/08R-14-R9%20Complaint_Redacted.pdf,,,race,,08r-14-r9 complaint (pdf) (1.53 mb) 08r-14-r9 city of la rejection (pdf) (314.85 kb) 08r-14-r9 county of la dhs rejection (pdf) (316.69 kb) 08r-14-r9 la rwqcb rejection (pdf) (320.72 kb) 08r-14-r9 la usd rejection (pdf) (318.06 kb) 08r-14-r9 shell rejection (pdf) (310.97 kb),epa,,,,
fy14,06r-14-r9,closed,both,calif. dept. of corrections and rehab,2014-06-06,2014-10-01,117.0,rejected and referred (doj) 10/1/2014: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Obama,None; it's about lack of effective legal representation for people of color facing criminal charges,Vacaville,CA,95696,People of color,doj,Yes,No,Redacted individual,,No,No,"It's not environmental, it's about legal representation for criminal charges",,1.0,,https://www.epa.gov/system/files/documents/2022-08/06R-14-R9%20Complaint_Redacted.pdf,,,race,,06r-14-r9 complaint (pdf) (5.55 mb) 06r-14-r9 recip reject-refer (pdf) (1.01 mb) 06r-14-r9 doj referral (pdf) (1000.44 kb),epa,,,,
fy14,05r-14-r9,closed,both,city of oakland (ca); port of oakland (ca); u.s. cbp; north american 3pl,2014-05-09,2014-10-10,154.0,rejected and referred (dot) 10/10/2014: lack of subject-matter jurisdiction,rejected and referred,rejected and referred,True,lack of subject-matter jurisdiction,Obama,"Might have been crossfiled from the start with DOT, Customs and Border Patrol and DOJ.  City failed to produce a comprehensive Truck Management Plan for the Oakland Army Base redevelopment project and permitted a U.S. Customs Examination Station to operate in the Prescott neighborhood, ""a community with a more than significant population of low-income people of color."" The result: ""thousands of truck trips each year into the community.""",Oakland,CA,94607,Low-income people of color,dot,Yes,Possibly,West Oakland Environmental Indicators Project,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/05R-14-R9%20Complaint%20MFR%20%28NR%29.pdf,,,race,,05r-14-r9 complaint (pdf) (110.22 kb) 05r-14-r9 complt referral (pdf) (438.86 kb) 05r-14-r9 dot referral (pdf) (380.21 kb),epa,,,,
fy14,04d-14-r10,closed,both,idaho dept. of envir. quality; clearwater county (id); city of orofino (id); orofino/whiskey creek water and sewer dist.,2014-03-24,2015-04-02,374.0,"rejected 4/2/2015: untimely filed and lack of jurisdiction (1); lack of discriminatory act and lack of jurisdiction (2); lack of discriminatory act, uncertain timeliness and lack of jurisdiction (3); lack of discriminatory act and uncertain timeliness (4)",rejected,rejected,True,"untimely, lack of jurisdiction, lack of discriminatory act",Obama,Complainant wants the sewer district to inspect the public sewer system at a mobile home park; they said they lost their home there to foreclosure because there was no public sewer hookup.,Kendrick,ID,83537,Residents,,Yes,No,Redacted individual,,No,No,No discriminatory act or protected class mentioned; it's an access to public sewers issue,,1.0,,https://www.epa.gov/system/files/documents/2022-08/04R-14-R10%20Complaint_Redacted.pdf,,,disability,,04r-14-r10 complaint (pdf) (1.54 mb) 04d-14-r10 county rejection (pdf) (901.41 kb) 04d-14-r10 ideq rejection (pdf) (903.4 kb),epa,,,,
fy14,03a-14-r6,closed,both,waller county (tx); texas comm. on envir. quality,2014-03-12,2014-10-29,231.0,rejected without prejudice 10/29/2014: pending litigation,rejected,rejected,True,pending litigation,Obama,"Complainant says a predominantly minority community has been targeted for polluting sites (an asphalt company, a proposed landfill) in a county with no medical care options.",Hempstead,TX,77445,People of color,,Yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/03A-14-R6%20Complaint_Redacted.pdf,The city sued the county over the matter: https://www.epa.gov/system/files/documents/2023-05/03A-14-R6%20Recip%20Rejection%20Ltr_Redacted.pdf,,race,,03a-14-r6 complaint (pdf) (662.89 kb) 03a-14-r6 rec rejection (pdf) (905.87 kb),epa,,,,
fy14,01r-14-r2,closed,both,port authority of ny & nj,2014-01-27,2015-02-02,371.0,rejected 2/2/2015: untimely filed,rejected,rejected,True,untimely,Obama,"Project by the port to raise the roadway of the Bayonne Bridge, to accommodate larger vessels passing underneath, ""is exposing communities of color on the North Shore of Staten Island to a variety of hazardous contaminants"" in the land the project will disturb. ",Staten Island,NY,not disclosed,Communities of color,,Yes,Yes,Natural Resources Defense Council,North Shore Waterfront Conservancy of Staten Island; Beryl Thurman (group's executive director),No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/01R-14-R2%20Complaint_Redacted.pdf,EPA decision: https://www.epa.gov/system/files/documents/2023-05/01R-14-R2%20Recip%20Rejection%20Letter.pdf,,race,,01r-14-r2 complaint (pdf) (14.37 mb) 01r-14-r2 rec rejection (pdf) (502.39 kb),epa,,,,
fy14,02r-14-r2,closed,both,florida atlantic univ.,2014-01-12,2014-04-24,102.0,"rejected 4/24/2014: lack of jurisdiction, lack of discriminatory act",rejected,rejected,True,"Lack of jurisdiction, lack of discriminatory act",Obama,"Complainant says there is an ""environmental fraud"" related to natural gas (unclear what) and alleges harassment",not disclosed,FL,not disclosed,not mentioned,,Yes,No,Redacted individual,,No,No,No discriminatory act mentioned; it's unclear if the issue is environmental (beyond perhaps being related to extraction),,1.0,,https://www.epa.gov/system/files/documents/2022-08/02R-14-R4%20-%20Complaint_Redacted.pdf,EPA decision: https://www.epa.gov/system/files/documents/2023-05/02R-14-R4%20Rejection%20Cmplt%20Redacted.pdf,,race,,02r-14-r4 complaint (pdf) (186.93 kb) 02r-14-r4 rejection ltr (pdf) (754.66 kb),epa,,,,
,03rno-23-r1,,right_only,,,,,,,pending: under jurisdictional review,False,,Biden,"Sewage and waste overflow, Toxic Flooding",Hartford,CT,06120,Black & Latino residents ,,no,No,Redacted individual (might be Bridgitte Prince),,No,Yes,,"Yes (there is a separate complaint on the matter that's also split in multiple, but I don't list those here)",3.0,"02rno-23-r1, 03rno-23-r1, 05RNO-23-R1",https://www.epa.gov/system/files/documents/2023-02/03RNO-23-R1%20Complaint_Redacted.pdf,"Note: EPA incorrectly lists the case number as 03RNO-23-R3, but it's correct on the document. Story: https://www.ctpublic.org/news/2023-01-27/epa-says-they-are-inspecting-the-metropolitan-district-due-to-flooding-and-sewage-issues-in-hartford",,,,,epa,,,,
,01D-08-R5,,,"City of Bellville, St. Clair County",2008-01-08,2008-06-06,150.0,,rejected and referred,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,disability,,,cpi,"Denied - Claims, Referred",,,
,01R-00-R6,,,Texas Natural Resources Conservation Commission ,2000-04-13,2003-06-02,1145.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Pending, national origin,,
,01R-01-R2,,,City of Syracuse,2000-12-15,2001-08-24,252.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,01R-02-R6,,,"New Mexico Environment Dept. City of Santa Fe, Los Alamos National Lab",2002-02-06,2003-01-16,344.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,"Denied - Financial, Untimely, Claims", national origin,,
,01R-03-R10,,,City of Vancouver Development Review Services,2003-02-20,2003-05-23,92.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Financial,,,
,01R-03-R10r,,,City of Vancouver Mayor's Office,2003-12-13,2007-04-30,1234.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,retaliation,,,cpi,Dismissed,,,
,01R-04-R10,,,"Oregon Dept. of Environmental Quality, Washington Dept. of Ecology",2004-01-20,2006-07-24,916.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,01R-05-R4,,,Alabama Dept. of Environmental Management,2005-02-07,2005-12-06,302.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Moot,,,
,01R-06-R4,,,"North Carolina Dept. of Transportation, Alamance County Urban Area Transportation Improvement Program",2006-04-06,2006-09-11,158.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,01R-07-R4,,,"City of Port St. Joe, Port St. Joe Redevelopment Agency",2007-02-10,2008-08-05,542.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Claims",,,
,01R-09-R4,,,"City of St. Augustine, State of Florida",2009-01-19,2010-09-09,598.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Pending,,,
,01R-11-R6,,,Southwestern Oklahoma Development Agency ,2010-09-24,2010-12-15,82.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Closed - Withdrawn,,,
,01R-12-R4,,,Alabama Dept. of Environmental Management,2012-01-03,2012-09-26,267.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,01R-13-R5,,,Saginaw Wastewater Treatment Facility,2013-01-06,2013-04-16,100.0,,rejected and referred,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Referred",,,
,01R-97-R9,,,"San Jose City Council, City of San Jose, San Jose Neighborhood Services Dept. ",1997-01-30,1997-05-09,99.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Financial,,,
,01R-98-R3,,,Pennsylvania Dept. of Environmental Protection,1998-02-27,1999-07-26,514.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Moot,,,
,01R-99-R9,,,California EPA Dept. of Toxic Substances Control,1999-01-19,1999-07-26,188.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,01S-10-R3,,,"U.S. Air Force, Maryland Dept. of Transportation, Maryland Dept. of Transportation",2009-12-31,2010-03-26,85.0,,rejected and referred,,,,,,,,,,Equal Employment Opportunity Commission   ,,,,,,,,,,,,,,sex,,,cpi,Denied - Referred,,,
,01S-99-R9,,,,1999-06-04,,,,rejected and referred,,,,,,,,,,Oakland Local Office of the EEOC,,,,,,,,,,,,,,,,,cpi,Closed - Referred,,,
,02R-00-R9,,,"Bay Area Air Quality Management District, California Air Resources Board, California Energy Commission",2000-04-14,2001-12-01,596.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Pending,,,
,02R-01-R9,,,Siskiyou County Air Pollution Control District,2000-12-12,2003-11-02,1055.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Dismissed without prejudice, national origin,,
,02R-02-R9,,,Arizona Dept. of Environmental Quality ,2002-01-28,2012-09-26,3894.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Dismissed,,,
,02R-03-R4,,,Metro Nashville Board of Zoning Appeals,2003-02-13,2003-04-25,71.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,02R-04-R4,,,Alabama Dept. of Environmental Management,2004-02-16,2005-06-13,483.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Closed - Withdrawn,,,
,02R-05-R6,,,Hughes (Ark.) Water and Sewage Department,2004-09-15,2005-11-18,429.0,,rejected and referred,,,,,,,,,,US Department of Agriculture,,,,,,,,,,,,,,race, sex,,cpi,"Denied - Financial, Referred",,,
,02R-06-R4,,,"Ohio EPA, City of Cincinnati Board of Health",2006-04-19,2008-06-06,779.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Denied - Untimely,,,
,02R-07-R10,,,Oregon Dept. of Public Lands,2006-12-20,2008-01-09,385.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Denied - Claims, national origin, age, retaliation
,02R-08-R9,,,Arizona Dept. of Enviornmental Quality,2008-01-11,2009-07-10,546.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Denied - Untimely,,,
,02R-09-R6,,,U.S. EPA,2009-02-24,,,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Denied - Financial, national origin, age,
,02R-11-R4,,,Escambia County Board of Commissioners,2011-02-17,2011-09-06,201.0,,rejected and referred,,,,,,,,,,US Transportation Department,,,,,,,,,,,,,,race, ethnicity,,cpi,Closed - Referred, age,,
,02R-12-R6,,,Louisiana Dept. of Environmental Quality,2011-09-20,2012-05-15,238.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claim,,,
,02R-13-R3,,,State Correctional Institution at Greene,2013-06-03,2013-07-24,51.0,,rejected and referred,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,religion, disability,,cpi,Denied - Referred,,,
,02R-97-R6,,,Texas A&M's Animal Science Teaching Research and Extension Complex,1997-02-03,1997-06-02,119.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,"Denied - Untimely, Litigation",,,
,02R-98-R4,,,Jefferson County Commission,1998-01-20,1998-04-21,91.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,02R-99-R9,,,Hawaii Department of Health,1998-12-30,2003-06-16,1629.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,02Sar-10-R8,,,"Montana Secretary of State, Montana Dept. of Revenue and Montana Dept. of Environmental Quality",2009-03-24,2010-04-22,394.0,,rejected and referred,,,,,,,,,,,,,,,,,,,,,,,,sex, age,,cpi,Denied - Referred,,,
,03D-08-R6,,,Texas Commission on Environmental Quality,2008-03-13,2009-05-04,417.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Denied - Moot,,,
,03M-97-R3,,,Washington Suburban Sanitary Commission ,1996-09-20,1997-06-23,276.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,03R-00-R4,,,"Metropolitan Sewer District, Kentucky Natural Resources Cabinet",2000-06-06,2001-09-19,470.0,,rejected,,,,,,,,,,"EPA's Office of Environmental Justice, Solid Waste and Water",,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,03R-01-R4,,,"Thomas County Board of  Commissioners, Georgia Dept. of Natural Resources Environmental Protection Division",2000-11-29,,,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,"Denied - Financial, Untimely",,,
,03R-03-R9,,,Arizona Dept. of Environmental Quality ,2003-07-21,2012-09-26,3355.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Dismissed,,,
,03R-04-R2,,,New York State Dept. of Environmental Conservation,2004-04-09,2005-03-18,343.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,03R-05-R9,,,Arizona Dept. of Environmental Quality,2005-03-22,2010-12-30,2109.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,03R-06-R5,,,Illinois EPA ,2006-04-19,2013-04-23,2561.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Settlement,,,
,03R-07-R9,,,"Arizona Dept. of Environmental Quality, Maricopa County Air Quality Dept.",2007-03-27,2008-05-27,427.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Pending,,,
,03R-09-R8,,,National Older Worker Career Center,2008-04-23,2011-07-08,1171.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,sex, disability ,,cpi,Dismissed,,,
,03R-11-R4,,,"U.S. EPA,  Georgia Environmental Protection Division ",2010-12-03,2011-11-09,341.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Closed - Withdrawn,,,
,03R-12-R9,,,Salinas Valley Solid Waste Authority ,2012-02-28,2013-01-14,321.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Pending, ethnic group identification ,,
,03R-13-R4,,,Georgia Dept. of Natural Resources; McIntosh County Board of Commissioners,2013-01-10,2013-12-02,326.0,,rejected and referred,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Denied - Referred, national origin,,
,03R-97-R9,,,California EPA Dept of Toxic Control Substances,1997-03-26,1997-04-18,23.0,,rejected,,,,,,,,,,EPA Headquarters and Region 9,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Untimely,,,
,03R-98-R6,,,"Arkansas Dept. of Pollution Control & Ecology, City of Warren",1998-03-23,1998-04-21,29.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,03R-99-R2,,,New York Dept. of Environmental Conservation,1999-01-26,2001-09-27,975.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Claims, religion,,
,03Rr-10-R4,,,"Alabama Department of Transportation, Regional Planning Commission of Greater Birmingham ",2009-08-03,2010-06-14,315.0,,rejected and referred,,,,,,,,,,US Transportation Department,,,,,,,,,,,,,,race,,,cpi,Closed - Referred,,,
,03S-02-R10,,,"Portland Bureau of Environmental Services, Portland City Council",2002-03-01,2002-04-29,59.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,gender,,,cpi,Denied - Untimely,,,
,04D-97-R9,,,California Dept. of Conservation Division of Oil Gas & Geothermal Resources,1996-12-27,1997-04-28,122.0,,rejected and referred,,,,,,,,,,"Equal Employment Opportunity Commission, US Justice Department",,,,,,,,,,,,,,disability,,,cpi,Closed - Referred,,,
,04Dr-12-R2,,,US Virgin Islands Dept. of Human Services Headstart & Preschool,2012-03-19,2012-09-26,191.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,"Denied - Financial, Untimely",,,
,04R-00-R8,,,State of Colorado,2000-06-25,2001-08-03,404.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Untimely, Claims",,,
,04R-01-R10,,,,,2001-08-13,,,rejected,,,,,,,,,,,,,,,,,,,,,,,,whistleblower,,,cpi,"Denied - Financial, Untimely, Claims",,,
,04R-02-R9,,,U.S. Marine Corps,2002-03-12,2002-04-29,48.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Financial,,,
,04R-03-R2,,,"New Jersey Dept. of Transportation, Town of Neptune, NJ Dept. of Environmental Protection",2003-05-26,2003-10-20,147.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Financial,,,
,04R-04-R6,,,New Mexico Environment Dept. ,1999-05-13,2005-06-13,2223.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Dismissed without prejudice, national origin, income,
,04R-05-R4,,,"South Carolina Dept. of Health & Environmental Control, Newberry County Council ",2005-02-28,2005-11-22,267.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Untimely",,,
,04R-06-R4,,,,2006-03-28,2007-11-21,603.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, disability,,cpi,Denied,,,
,04R-07-R6,,,Corpus Christi City Council,2007-04-05,2009-01-15,651.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Closed - Agreement,,,
,04R-08-R6,,,Louisiana Dept. of Agriculture & Forestry,2008-05-20,2011-12-15,1304.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Closed - Settlement,,,
,04R-09-R9,,,Maricopa County Air Quality Dept.,2009-06-26,2010-05-20,328.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Moot,,,
,04R-10-R9,,,"California Resources Agency, State of California",2009-08-03,2010-04-27,267.0,,rejected and referred,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Closed - Referred,,,
,04R-11-R4,,,"Alabama Dept. of Environmental Management, Lowndes County, Perry County",2010-12-03,2011-10-12,313.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Closed - Withdrawn,,,
,04R-13-R6,,,Walker County Texas Commissioners,2012-12-26,2013-12-20,359.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Financial,,,
,04R-97-R6,,,Louisiana Dept. of Enviornmental Quality,1997-05-06,2005-04-04,2890.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Closed - Informally Resolved,,,
,04R-98-R5,,,"Ohio EPA, City of Columbus",1997-09-28,2003-03-24,2003.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,04R-99-R2,,,New York City Dept. of Sanitation,1999-03-08,2001-03-01,724.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,05R-00-R6,,,"Louisiana Dept. of Environmental Quality, State of Louisiana",2000-07-11,2003-11-03,1210.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,05R-01-R6,,,"Oklahoma Dept. of Environmental Quality, City of Henryetta",2001-04-25,2001-10-18,176.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, retaliation,,cpi,"Denied - Financial, Untimely",,,
,05R-02-R9,,,"Arizona Emergency Response Commission, Maricopa County Local Emergency Planning ",2002-04-19,2007-04-12,1819.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Withdrawn,,,
,05R-03-R6,,,Oklahoma Dept. of Environmental Quality ,2003-08-21,2009-10-15,2247.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Dismissed,,,
,05R-04-R5,,,Indiana Dept. of Environmental Management,2004-05-23,2010-12-30,2412.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Dismissed,,,
,05R-05-R10,,,Oregon Dept. of Environmental Quality,2005-02-11,2006-07-26,530.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Untimely,,,
,05R-06-R4,,,"Tennessee Dept. of Environment & Conservation, City of Clarksville",2006-05-22,2008-01-10,598.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied,,,
,05R-07-R6,,,EPA Region 6,2007-06-09,2007-10-03,116.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,05R-08-R8,,,South Dakota Dept. of Enviornmental and Natural Resources,2008-06-21,2011-02-04,958.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,05R-09-R4,,,"Alabama Dept. of Environmental Management, Jefferson County Dept. of Enviornmental Service",2009-07-11,2009-10-15,96.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claim,,,
,05R-11-R4,,,Travis County Commissioners Court,2011-01-27,2011-08-10,195.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Financial,,,
,05R-12-R2,,,Puerto Rico Aqueduct and Sewer Authority,2011-06-24,2012-09-28,462.0,,rejected and referred,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claim (referred),,,
,05R-13-R10,,,,2013-02-01,2013-04-24,82.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,05R-97-R1,,,Maine Dept. of Environmental Protection,1997-04-16,1997-10-30,197.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,retaliation,,,cpi,Closed - Withdrawn,,,
,05R-98-R5,,,"Michigan Dept. of Environmental Quality, Air Quality Division",1998-06-09,1998-10-30,143.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Dismissed,,,
,05R-99-R6,,,City of Austin,1999-03-29,1999-12-27,273.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,05Rad-10-R6,,,Louisiana Dept. of Environmental Quality,2010-02-22,2011-08-08,532.0,,rejected,,,,,,,,,,Federal Mediation and Conciliation Services,,,,,,,,,,,,,,race, disability,,cpi,Dismissed without prejudice, age,,
,06Dr-12-R4,,,"Alabama Public Service Commission, Alabama State Personnel Dept.",2012-01-07,2012-07-17,192.0,,rejected and referred,,,,,,,,,,"Equal Employment Opportunity Commission, Birmingham District Office",,,,,,,,,,,,,,disability, whistleblower status,,cpi,Closed - Referred,,,
